curve code,temperature,growth rate original,growth rate mu,
378,15,0.117,0.117,
378,18,0.283,0.283,
378,21,0.188,0.188,
378,23,0.123,0.123,
379,9,0.123,0.123,
379,12,0.16,0.16,
379,15,0.217,0.217,
379,18,0.231,0.231,
379,21,0.277,0.277,
379,23,0.204,0.204,
380,9,0.102,0.102,
380,12,0.115,0.115,
380,15,0.298,0.298,
380,18,0.321,0.321,
380,21,0.327,0.327,
380,23,0.283,0.283,
381,9,0.338,0.338,
381,12,0.386,0.386,
381,15,0.422,0.422,
381,18,0.422,0.422,
381,21,0.41,0.41,
381,24,0.403,0.403,
381,27,0.362,0.362,
382,9,0.393,0.393,
382,12,0.415,0.415,
382,15,0.434,0.434,
382,18,0.381,0.381,
382,21,0.303,0.303,
382,24,0.333,0.333,
382,27,0.321,0.321,
383,9,0.243,0.243,
383,12,0.369,0.369,
383,15,0.422,0.422,
383,18,0.393,0.393,
383,21,0.427,0.427,
383,24,0.362,0.362,
383,27,0.196,0.196,
384,5,0.079,0.054758627,
384,11,0.343,0.237749483,
384,15,0.373,0.258543898,
384,30,0,0,
385,5,0.113,0.078325631,
385,11,0.264,0.182990856,
385,15,0.377,0.261316487,
385,30,0.079,0.054758627,
386,5,0.03,0.020794415,
386,11,0.101,0.070007865,
386,15,0.191,0.132391111,
386,30,0,0,
387,5,0.189,0.131004817,
387,11,0.294,0.203785271,
387,15,0.514,0.356277651,
387,30,0.2,0.138629436,
388,5,0.046,0.03188477,
388,11,0.338,0.234283747,
388,15,0.602,0.417274603,
388,30,1.155,0.800584994,
389,5,0.117,0.08109822,
389,11,0.189,0.131004817,
389,15,0.479,0.332017499,
389,30,0.525,0.36390227,
390,10,0,0,
390,11.5,0.087,0.087,
390,13,0.09,0.09,
390,15,0.142,0.142,
390,17,0.167,0.167,
390,18,0.162,0.162,
390,20,0.159,0.159,
390,21,0.178,0.178,
390,23,0.181,0.181,
390,25,0.197,0.197,
390,26,0.181,0.181,
390,27.5,0.189,0.189,
390,29,0.212,0.212,
390,30,0.111,0.111,
390,32.5,0,0,
391,17.3,0.8,0.554517744,
391,22.3,1.59,1.102104017,
391,27,1.78,1.233801981,
391,29,1.4,0.970406053,
391,30,1.51,1.046652243,
392,17.3,1.27,0.880296919,
392,22.3,1.87,1.296185228,
392,27,1.76,1.219939038,
393,17.3,0.93,0.644626878,
393,22.3,1.45,1.005063412,
393,27,1.87,1.296185228,
393,29,1.84,1.275390812,
393,30,1.61,1.115966961,
394,17.3,1.29,0.894159863,
394,22.3,1.8,1.247664925,
394,27,1.72,1.192213151,
395,17.3,1.41,0.977337525,
395,22.3,1.84,1.275390812,
395,27,2,1.386294361,
396,17.3,1.26,0.873365448,
396,22.3,1.83,1.26845934,
396,27,1.84,1.275390812,
397,5.5,0.007,0.007,
397,8.5,0.197,0.197,
397,10.5,0.254,0.254,
397,13,0.357,0.357,
397,16,0.359,0.359,
397,18,0.383,0.383,
397,20,0.417,0.417,
397,22.5,0.438,0.438,
397,24.5,0.135,0.135,
397,26.5,0,0,
398,5.5,0.073,0.073,
398,8.5,0.095,0.095,
398,10.5,0.189,0.189,
398,13,0.271,0.271,
398,16,0.277,0.277,
398,18,0.317,0.317,
398,20,0.319,0.319,
398,22.5,0.278,0.278,
398,24.5,0,0,
398,26.5,0,0,
399,5,0.25,0.173286795,
399,10,0.32,0.221807098,
399,15,0.435,0.301519024,
399,20,0.65,0.450545667,
399,25,0.6,0.415888308,
400,10,0.357,0.357,
400,15,0.851,0.851,
400,20,1.315,1.315,
400,25,2.143,2.143,
400,30,0,0,
401,10,0.774,0.774,
401,15,1.333,1.333,
401,20,1.94,1.94,
401,25,2.042,2.042,
401,30,1.81,1.81,
402,10,0.524,0.524,
402,15,1.44,1.44,
402,20,1.899,1.899,
402,25,2.018,2.018,
402,30,1.583,1.583,
403,10,0.833,0.833,
403,15,1.185,1.185,
403,20,1.81,1.81,
403,25,2.083,2.083,
403,30,2.708,2.708,
404,10,0.315,0.315,
404,15,1.5,1.5,
404,20,2.083,2.083,
404,25,2.768,2.768,
404,30,2.667,2.667,
405,10,0.32,0.32,
405,15,0.481,0.481,
405,20,0.559,0.559,
405,25,1.197,1.197,
405,30,0,0,
406,10,0.585,0.585,
406,15,0.822,0.822,
406,20,0.854,0.854,
406,25,1.015,1.015,
406,30,1.123,1.123,
407,10,0.85,0.85,
407,15,1.413,1.413,
407,20,1.756,1.756,
407,25,2.152,2.152,
407,30,1.972,1.972,
408,10,0.585,0.585,
408,15,1.329,1.329,
408,20,2.043,2.043,
408,25,2.47,2.47,
408,30,2.108,2.108,
409,10,0.956,0.956,
409,15,1.117,1.117,
409,20,1.513,1.513,
409,25,1.386,1.386,
410,7,0.389,0.269634253,
410,18,1.273,0.882376361,
410,24,1.263,0.875444889,
410,27,0.652,0.451931962,
411,7,0.311,0.215568773,
411,12,0.39,0.2703274,
411,18,0.536,0.371526889,
411,24,0.511,0.354198209,
411,27,0.345,0.239135777,
412,2,0.35,0.242601513,
412,7,0.22,0.15249238,
412,12,0,0,
412,16,0,0,
413,2,0.75,0.519860385,
413,7,0.79,0.547586273,
413,12,0.9,0.623832463,
413,16,0,0,
414,2,1.17,0.810982201,
414,7,1.37,0.949611637,
414,12,0.98,0.679284237,
414,16,0,0,
415,2,1.2,0.831776617,
415,7,1.36,0.942680166,
415,12,1.05,0.72780454,
415,16,0,0,
416,2,1.22,0.84563956,
416,7,1.35,0.935748694,
416,12,1.19,0.824845145,
416,16,0,0,
417,2,1.22,0.84563956,
417,7,1.21,0.838708088,
417,16,0,0,
418,2,1.16,0.804050729,
418,7,1.21,0.838708088,
418,16,0,0,
419,2,0.27,0.187149739,
419,7,0.56,0.388162421,
419,12,0,0,
420,2,0.87,0.603038047,
420,7,0.93,0.644626878,
420,12,0.72,0.49906597,
420,16,0,0,
421,2,1.01,0.700078652,
421,7,1.37,0.949611637,
421,12,0.97,0.672352765,
421,16,0,0,
422,2,1.11,0.76939337,
422,7,1.5,1.039720771,
422,12,0.96,0.665421293,
422,16,0,0,
423,2,1.1,0.762461899,
423,7,1.52,1.053583714,
423,12,0.99,0.686215709,
423,16,0,0,
424,2,1.06,0.734736011,
424,7,1.59,1.102104017,
424,12,0.92,0.637695406,
424,16,0,0,
425,2,1.06,0.734736011,
425,7,1.28,0.887228391,
425,12,0.67,0.464408611,
425,16,0,0,
426,2,0.1,0.069314718,
426,7,0.26,0.180218267,
426,12,0,0,
427,2,0.13,0.090109133,
427,7,0.9,0.623832463,
427,12,1.09,0.755530427,
427,16,0,0,
428,2,0.77,0.533723329,
428,7,1.2,0.831776617,
428,12,1.49,1.032789299,
428,16,0,0,
429,2,0.81,0.561449216,
429,7,1.47,1.018926355,
429,12,1.55,1.07437813,
429,16,0,0,
430,2,0.71,0.492134498,
430,7,1.43,0.991200468,
430,12,1.38,0.956543109,
430,16,0,0,
431,2,0.58,0.402025365,
431,7,1.3,0.901091335,
431,12,1.5,1.039720771,
431,16,0,0,
432,2,0.64,0.443614196,
432,7,0.94,0.65155835,
432,16,0,0,
433,2,0.02,0.013862944,
433,7,0,0,
434,2,0.16,0.110903549,
434,7,1.05,0.72780454,
434,12,0.25,0.173286795,
434,16,0,0,
435,2,0.41,0.284190344,
435,7,1.19,0.824845145,
435,12,0.75,0.519860385,
435,16,0,0,
436,2,0.44,0.304984759,
436,7,1.41,0.977337525,
436,12,1.49,1.032789299,
436,16,0,0,
437,2,0.4,0.277258872,
437,7,1.4,0.970406053,
437,12,1.47,1.018926355,
437,16,0,0,
438,2,0.5,0.34657359,
438,7,1.25,0.866433976,
438,12,1,0.693147181,
438,16,0,0,
439,2,0.5,0.34657359,
439,7,0.97,0.672352765,
439,12,0.48,0.332710647,
439,16,0,0,
440,4,0.212,0.146947202,
440,10,2.078,1.440359841,
440,15,2.081,1.442439283,
440,20,2.467,1.709994094,
440,25,2.646,1.83406744,
441,4,0.309,0.214182479,
441,10,1.271,0.880990066,
441,15,2.057,1.42580375,
441,20,2.697,1.869417946,
441,25,2.427,1.682268207,
442,4,0.546,0.378458361,
442,10,1.338,0.927430928,
442,15,2.081,1.442439283,
442,20,2.57,1.781388254,
442,25,2.84,1.968537993,
443,4,0.576,0.399252776,
443,10,1.745,1.20954183,
443,15,2.13,1.476403495,
443,20,2.091,1.449370755,
443,25,1.353,0.937828135,
444,4,0,0,
444,10,0,0,
444,15,1.032,0.71532789,
444,20,1.842,1.276777107,
444,25,1.863,1.291333197,
445,4,0.801,0.555210892,
445,10,1.399,0.969712906,
445,15,0.789,0.546893125,
445,20,0,0,
446,5,0.044,0.030498476,
446,10,0.204,0.141402025,
446,15,0.352,0.243987808,
446,20,0.474,0.328551764,
446,25,0.606,0.420047191,
446,28,0.688,0.47688526,
446,31,1.01,0.700078652,
446,33,0.838,0.580857337,
446,35,0.751,0.520553533,
446,37,0.404,0.280031461,
446,40,0.06,0.041588831,
447,20,0.46,0.46,
447,30,0.88,0.88,
448,20,0.84,0.84,
448,30,1.45,1.45,
449,20,1.08,1.08,
449,30,0.91,0.91,
450,20,1.31,1.31,
450,30,0.59,0.59,
451,5,0.12,0.12,
451,10,0.3,0.3,
451,15,0.3,0.3,
451,20,0,0,
452,5,0,0,
452,10,0,0,
452,15,0,0,
452,20,1.04,1.04,
452,25,2.45,2.45,
452,30,2.88,2.88,
452,35,3.18,3.18,
452,40,0,0,
453,5,0.047,0.047,
453,20,0.709,0.709,
453,35,-0.056,-0.056,
454,10,0.0059,0.0826,
454,15,0.0118,0.1652,
454,20,0.0074,0.1036,
455,10,0.0108,0.1512,
455,15,0.0129,0.1806,
455,20,0.0183,0.2562,
456,10,0.0121,0.1694,
456,15,0.0223,0.3122,
456,20,0.0215,0.301,
457,10,0.942,0.942,
457,10,0.664,0.664,
457,10,0.625,0.625,
457,10,0.525,0.525,
457,15,1.041,1.041,
457,15,1.071,1.071,
457,15,1.874,1.874,
457,15,1.071,1.071,
457,17.5,2.013,2.013,
457,20,2.042,2.042,
457,20,1.844,1.844,
457,20,1.735,1.735,
457,20,1.527,1.527,
457,25,2.915,2.915,
457,25,3.054,3.054,
457,25,3.093,3.093,
457,25,3.371,3.371,
461,10,0.58,0.58,
461,10,0.61,0.61,
461,10,0.64,0.64,
461,10,0.709,0.709,
461,15,0.821,0.821,
461,15,0.921,0.921,
461,15,1.03,1.03,
461,15,1.268,1.268,
461,17.5,1.864,1.864,
461,20,1.271,1.271,
461,20,1.31,1.31,
461,20,1.697,1.697,
461,20,1.796,1.796,
461,25,1.621,1.621,
461,25,1.691,1.691,
461,25,2.385,2.385,
461,25,1.661,1.661,
465,10,0.377,0.377,
465,10,0.436,0.436,
465,10,0.446,0.446,
465,10,0.754,0.754,
465,15,0.992,0.992,
465,15,1.071,1.071,
465,15,1.101,1.101,
465,15,1.13,1.13,
465,17.5,1.547,1.547,
465,20,1.309,1.309,
465,20,1.517,1.517,
465,20,1.656,1.656,
465,20,1.795,1.795,
465,25,1.031,1.031,
465,25,1.269,1.269,
465,25,1.795,1.795,
465,25,1.824,1.824,
465,25,1.864,1.864,
470,10,0.432,0.432,
470,10,0.769,0.769,
470,15,0.848,0.848,
470,15,0.958,0.958,
470,15,1.305,1.305,
470,17.5,2.103,2.103,
470,20,2.078,2.078,
470,20,1.91,1.91,
470,20,1.483,1.483,
470,25,2.326,2.326,
470,25,2.395,2.395,
470,25,2.435,2.435,
470,25,2.534,2.534,
474,10,0.621,0.621,
474,10,0.65,0.65,
474,10,0.692,0.692,
474,15,0.84,0.84,
474,15,0.889,0.889,
474,15,1.384,1.384,
474,17.5,1.116,1.116,
474,17.5,1.215,1.215,
474,17.5,1.243,1.243,
474,20,1.285,1.285,
474,20,1.462,1.462,
474,20,1.363,1.363,
474,25,1.561,1.561,
474,25,1.589,1.589,
474,25,1.638,1.638,
477,10,0.275,0.275,
477,10,0.148,0.148,
477,10,0.106,0.106,
477,15,0.621,0.621,
477,15,0.671,0.671,
477,15,0.742,0.742,
477,17.5,1.285,1.285,
477,17.5,1.412,1.412,
477,20,1.066,1.066,
477,20,1.137,1.137,
477,20,1.194,1.194,
477,25,1.412,1.412,
477,25,1.688,1.688,
477,25,1.758,1.758,
477,25,1.808,1.808,
481,10,0.579,0.579,
481,10,0.53,0.53,
481,10,0.48,0.48,
481,15,0.706,0.706,
481,15,0.727,0.727,
481,15,1.052,1.052,
481,17.5,0.53,0.53,
481,20,1.766,1.766,
481,20,1.716,1.716,
481,20,1.568,1.568,
481,20,1.547,1.547,
481,25,1.54,1.54,
481,25,2.041,2.041,
481,25,2.09,2.09,
481,25,2.331,2.331,
485,10,0.473,0.473,
485,10,0.516,0.516,
485,10,0.544,0.544,
485,10,0.593,0.593,
485,15,0.169,0.169,
485,15,1.306,1.306,
485,17.5,0.395,0.395,
485,20,0.544,0.544,
485,20,0.593,0.593,
485,20,0.643,0.643,
485,20,0.812,0.812,
485,25,1.363,1.363,
485,25,1.879,1.879,
485,25,1.928,1.928,
485,25,1.956,1.956,
489,5,1.01,0.700078652,
489,10,1.57,1.088241073,
489,15,2.41,1.670484705,
489,20,3.24,2.245796865,
489,25,4.03,2.793383138,
490,5,0,0,
490,10,0.4,0.277258872,
490,15,0.81,0.561449216,
490,20,1.15,0.797119258,
490,25,1.49,1.032789299,
491,5,0.21,0.145560908,
491,10,0.39,0.2703274,
491,15,0.58,0.402025365,
491,20,0.61,0.42281978,
491,25,0,0,
492,15,0.8,0.8,
492,19,1.01,1.01,
492,23,1.25,1.25,
493,2,0.771,0.534416476,
493,10,2.862,1.983787231,
493,15,3.798,2.632572992,
493,20,4.486,3.109458252,
493,24,4.94,3.424147072,
493,30,3.853,2.670696087,
494,15,0.387,0.268247959,
494,20,0.907,0.628684493,
494,25,1.805,1.251130661,
494,29,2.363,1.637906788,
494,34,1.511,1.04734539,
495,17.5,0.613,0.424899222,
495,20,0.817,0.566301247,
495,25,1.264,0.876138036,
495,29,1.598,1.107649195,
495,34,1.625,1.126364168,
496,20,0.863,0.598186017,
496,25,1.048,0.726418245,
496,28,1.148,0.795732963,
497,10,0,0,
497,15,0.7,0.485203026,
497,20,1.1,0.762461899,
497,25,1.2,0.831776617,
498,10,0,0,
498,15,0.8,0.554517744,
498,20,1.3,0.901091335,
498,25,2.3,1.594238515,
499,10,0,0,
499,15,1.1,0.762461899,
499,20,1.7,1.178350207,
499,25,3.6,2.49532985,
500,10,0.58,0.402025365,
500,15,0.87,0.603038047,
500,20,1.4,0.970406053,
500,25,1.6,1.109035489,
501,10,0.93,0.644626878,
501,15,1,0.693147181,
501,20,1.6,1.109035489,
501,25,3.5,2.426015132,
502,10,0.7,0.485203026,
502,15,1.3,0.901091335,
502,20,1.9,1.316979643,
502,25,1.2,0.831776617,
503,10,0.54,0.374299478,
503,15,0.87,0.603038047,
503,20,0.87,0.603038047,
503,25,1.4,0.970406053,
504,10,0.97,0.672352765,
504,15,1.2,0.831776617,
504,20,1.3,0.901091335,
504,25,2.2,1.524923797,
505,10,0.62,0.429751252,
505,15,1.4,0.970406053,
505,20,1.7,1.178350207,
505,25,2.3,1.594238515,
506,8,1.003,0.695226622,
506,15,1.687,1.169339294,
506,20,1.599,1.108342342,
507,10,0.696,0.482430438,
507,15,1.599,1.108342342,
507,20,1.712,1.186667973,
507,25,1.599,1.108342342,
508,5,0.702,0.486589321,
508,11,1.386,0.960701992,
508,20,0.903,0.625911904,
508,25,0.194,0.134470553,
509,5,0.395,0.273793136,
509,10,0.991,0.686908856,
509,15,1.185,0.821379409,
509,20,0.79,0.547586273,
510,5,0.894,0.619673579,
510,10,1.594,1.104876606,
510,15,1.878,1.301730405,
510,20,2.2,1.524923797,
510,25,0.981,0.679977384,
511,8,0.3,0.207944154,
511,15,1.288,0.892773569,
511,20,0.281,0.194774358,
512,5,0.7,0.485203026,
512,10,1.4,0.970406053,
512,20,2.1,1.455609079,
512,25,1.094,0.758303016,
512,29,0.194,0.134470553,
513,8,0.806,0.558676628,
513,16,1.194,0.827617734,
513,22,1.394,0.96624717,
513,25,1.088,0.754144132,
514,15,0.8,0.554517744,
514,22,1.294,0.896932452,
514,25,0.988,0.684829414,
515,8,1.425,0.987734732,
515,16,2.383,1.651769731,
515,22,2.442,1.692665415,
515,28,0.7,0.485203026,
516,4,2.725,1.888826067,
516,10,3.033,2.102315399,
516,20,4.108,2.847448618,
516,24.5,3.733,2.587518425,
517,8,0.683,0.473419524,
517,16,1.383,0.958622551,
517,22,2.583,1.790399167,
517,28,2.817,1.952595608,
518,8,1.008,0.698692358,
518,15,1.767,1.224791068,
518,22,1.883,1.305196141,
518,28,0.075,0.051986039,
519,8,0,0,
519,15,1.592,1.103490311,
519,22,1.325,0.918420014,
519,28,0,0,
520,8,0.217,0.150412938,
520,15,0.8,0.554517744,
520,22,0.65,0.450545667,
521,17,0.227,0.227,
521,20,0.215,0.215,
521,23,0.206,0.206,
521,25,0.198,0.198,
521,27,0.1,0.1,
521,29,0,0,
522,17,0.38,0.38,
522,20,0.462,0.462,
522,23,0.457,0.457,
522,25,0.448,0.448,
522,27,0.23,0.23,
522,29,0,0,
523,17,0.359,0.359,
523,20,0.452,0.452,
523,23,0.436,0.436,
523,25,0.418,0.418,
523,27,0.203,0.203,
523,29,0,0,
524,17,0.324,0.324,
524,20,0.423,0.423,
524,23,0.383,0.383,
524,25,0.362,0.362,
524,27,0.1,0.1,
524,29,0,0,
525,17,0.218,0.218,
525,20,0.223,0.223,
525,23,0.245,0.245,
525,25,0.235,0.235,
525,27,0.21,0.21,
525,29,0.185,0.185,
526,17,0.356,0.356,
526,20,0.373,0.373,
526,23,0.545,0.545,
526,25,0.554,0.554,
526,27,0.503,0.503,
526,29,0.486,0.486,
527,17,0.4,0.4,
527,20,0.418,0.418,
527,23,0.546,0.546,
527,25,0.56,0.56,
527,27,0.483,0.483,
527,29,0.464,0.464,
528,17,0.402,0.402,
528,20,0.445,0.445,
528,23,0.479,0.479,
528,25,0.514,0.514,
528,27,0.428,0.428,
528,29,0.423,0.423,
529,17,0.168,0.168,
529,20,0.245,0.245,
529,23,0.259,0.259,
529,25,0.254,0.254,
529,27,0.207,0.207,
529,29,0.198,0.198,
530,17,0.397,0.397,
530,20,0.44,0.44,
530,23,0.549,0.549,
530,25,0.534,0.534,
530,27,0.529,0.529,
530,29,0.523,0.523,
531,17,0.438,0.438,
531,20,0.464,0.464,
531,23,0.567,0.567,
531,25,0.542,0.542,
531,27,0.537,0.537,
531,29,0.516,0.516,
532,17,0.385,0.385,
532,20,0.411,0.411,
532,23,0.536,0.536,
532,25,0.515,0.515,
532,27,0.506,0.506,
532,29,0.496,0.496,
533,17,0.395,0.395,
533,20,0.416,0.416,
533,23,0.462,0.462,
533,25,0.526,0.526,
533,27,0.425,0.425,
533,29,0.41,0.41,
534,17,0.74,0.74,
534,20,1.179,1.179,
534,23,1.563,1.563,
534,25,1.447,1.447,
534,27,1.03,1.03,
534,29,1.017,1.017,
535,17,0.747,0.747,
535,20,1.195,1.195,
535,23,1.589,1.589,
535,25,1.461,1.461,
535,27,1.034,1.034,
535,29,0.991,0.991,
536,17,0.677,0.677,
536,20,1.125,1.125,
536,23,1.524,1.524,
536,25,1.332,1.332,
536,27,0.982,0.982,
536,29,0.905,0.905,
537,2.8,0.38,0.263395929,
537,4,0.5,0.34657359,
537,7,0.75,0.519860385,
537,10,0.92,0.637695406,
537,13,1.04,0.720873068,
537,16,1.33,0.92188575,
537,19,1.66,1.15062432,
537,22.2,1.58,1.095172545,
537,24.5,1.9,1.316979643,
537,27.5,1.8,1.247664925,
537,31,0,0,
538,2.8,0.45,0.311916231,
538,4,0.7,0.485203026,
538,7,0.8,0.554517744,
538,10,1.07,0.741667483,
538,13,1.28,0.887228391,
538,16,1.33,0.92188575,
538,19,1.84,1.275390812,
538,22.2,1.66,1.15062432,
538,24.5,2.11,1.462540551,
538,27.5,2.37,1.642758818,
538,31,0,0,
539,2.8,0.49,0.339642118,
539,2.8,0,0,
539,4,0.66,0.457477139,
539,4,0.29,0.201012682,
539,7,0.52,0.360436534,
539,7,0.83,0.57531216,
539,10,0.8,0.554517744,
539,10,0.67,0.464408611,
539,13,1.84,1.275390812,
539,13,0.97,0.672352765,
539,16,1.8,1.247664925,
539,16,1.26,0.873365448,
539,19,0.66,0.457477139,
539,19,1.8,1.247664925,
539,22.2,0.62,0.429751252,
539,24.5,1.48,1.025857827,
539,27.5,0,0,
541,1,0.24,0.166355323,
541,4.5,1.07,0.741667483,
541,7,1.11,0.76939337,
541,10,0.83,0.57531216,
541,13,1.17,0.810982201,
541,16,1.62,1.122898433,
542,1,0.54,0.374299478,
542,4.5,0.79,0.547586273,
542,7,1.28,0.887228391,
542,9,1.51,1.046652243,
542,11.5,1.28,0.887228391,
542,14.2,0.47,0.325779175,
542,17,1.84,1.275390812,
542,20.3,1.1,0.762461899,
542,22,1.38,0.956543109,
542,25.7,1.23,0.852571032,
542,27.5,0,0,
543,1,0.74,0.512928914,
543,4.5,0.67,0.464408611,
543,7,0.8,0.554517744,
543,9,1.11,0.76939337,
543,11.5,1.14,0.790187786,
543,14.2,1.14,0.790187786,
543,17,1.58,1.095172545,
543,20.3,1.84,1.275390812,
543,22,1.38,0.956543109,
543,25.7,0.52,0.360436534,
543,27.5,0,0,
544,1,0,0,
544,4.5,0.42,0.291121816,
544,7,0.69,0.478271555,
544,9,0.8,0.554517744,
544,11.5,0.64,0.443614196,
544,14.2,0.77,0.533723329,
544,17,0.3,0.207944154,
544,20.3,0,0,
545,8,0.11,0.07624619,
545,11,0.71,0.492134498,
545,12.5,0.8,0.554517744,
545,14.5,1.19,0.824845145,
545,17,1.66,1.15062432,
545,21,1.84,1.275390812,
545,24,1.67,1.157555792,
545,27,1.95,1.351637002,
545,31,2.37,1.642758818,
545,34,1.79,1.240733453,
545,34.5,0,0,
546,12.5,0,0,
546,14.5,1.66,1.15062432,
546,17,0.45,0.311916231,
546,21,1.66,1.15062432,
546,24,2.55,1.76752531,
546,27,1.8,1.247664925,
546,31,1.95,1.351637002,
546,34,0,0,
547,11,0,0,
547,12.5,0.36,0.249532985,
547,14.5,0.84,0.582243632,
547,17,1.33,0.92188575,
547,21,1.63,1.129829904,
547,24,1.52,1.053583714,
547,27,1.95,1.351637002,
547,31,1,0.693147181,
547,34.5,0,0,
548,11,0,0,
548,12.5,0.24,0.166355323,
548,14.5,1.66,1.15062432,
548,17,1.58,1.095172545,
548,21,2.21,1.531855269,
548,24,1.89,1.310048171,
548,27,2.3,1.594238515,
548,31,2.37,1.642758818,
548,34,1.81,1.254596397,
548,34.5,0,0,
549,14.5,0,0,
549,17,0.3,0.207944154,
549,21,1.51,1.046652243,
549,24,1.62,1.122898433,
549,27,1.23,0.852571032,
549,31,2.37,1.642758818,
549,34,0,0,
550,11,0,0,
550,12.5,0.42,0.291121816,
550,14.5,1.75,1.213007566,
550,17,1.8,1.247664925,
550,21,2.08,1.441746136,
550,24,1.89,1.310048171,
550,27,1.51,1.046652243,
550,31,1.66,1.15062432,
550,34,0,0,
551,12.5,0,0,
551,14.5,0.31,0.214875626,
551,21,1.58,1.095172545,
551,24,1.5,1.039720771,
551,27,1.95,1.351637002,
551,31,1.44,0.99813194,
551,34,0.67,0.464408611,
551,34.5,0,0,
552,11,0,0,
552,14,0.9,0.623832463,
552,17,0.9,0.623832463,
552,20,1.2,0.831776617,
552,24,0.9,0.623832463,
552,27,1.5,1.039720771,
552,30,3.2,2.218070978,
552,33,1.4,0.970406053,
552,36,0,0,
553,11,0,0,
553,14,2.3,1.594238515,
553,17,1.1,0.762461899,
553,20,0.8,0.554517744,
553,24,2,1.386294361,
553,27,2.3,1.594238515,
553,30,0,0,
553,33,1,0.693147181,
554,8.5,0,0,
554,11,1,0.693147181,
554,14,0.6,0.415888308,
554,17,1.2,0.831776617,
554,24,1.3,0.901091335,
554,27,2.5,1.732867951,
554,30,2.3,1.594238515,
554,33,2,1.386294361,
554,36,0,0,
555,8.5,0,0,
555,11,0.75,0.519860385,
555,14,0.8,0.554517744,
555,17,1.8,1.247664925,
555,20,1.5,1.039720771,
555,24,1.2,0.831776617,
555,27,1.8,1.247664925,
555,30,0,0,
556,11,0,0,
556,13,0.66,0.457477139,
556,16,0.95,0.658489822,
556,19,1.66,1.15062432,
556,22,2.07,1.434814664,
556,24,1.94,1.34470553,
556,27,2.7,1.871497388,
556,31,1.43,0.991200468,
556,34,2.05,1.42095172,
556,37,0,0,
557,11,0.2,0.138629436,
557,14,0.2,0.138629436,
557,17,1.2,0.831776617,
557,21,0.9,0.623832463,
557,28,0.3,0.207944154,
557,31,1.2,0.831776617,
557,34,0.3,0.207944154,
557,37,0.5,0.34657359,
558,11,0,0,
558,14,0.8,0.554517744,
558,17,0.8,0.554517744,
558,21,2,1.386294361,
558,28,2,1.386294361,
558,31,1.5,1.039720771,
558,34,0.45,0.311916231,
558,37,0,0,
559,11,0,0,
559,14,-0.2,-0.138629436,
559,17,0.5,0.34657359,
559,21,1.3,0.901091335,
559,28,2.2,1.524923797,
559,31,1.3,0.901091335,
559,34,0,0,
560,11,0,0,
560,14,0.2,0.138629436,
560,17,0.5,0.34657359,
560,21,0.6,0.415888308,
560,28,1.3,0.901091335,
560,31,1,0.693147181,
560,34,0,0,
561,10,0,0,
561,15,0.475,0.329244911,
561,20,0.425,0.294587552,
561,25,0,0,
562,5,0,0,
562,10,0.829,0.574619013,
562,15,1.307,0.905943365,
562,20,1.834,1.271231929,
562,25,0.779,0.539961654,
562,30,0,0,
563,2,0,0,
563,5,0.657,0.455397698,
563,10,1.1,0.762461899,
563,15,1.506,1.043879654,
563,20,1.863,1.291333197,
563,25,1.869,1.29549208,
563,30,0,0,
564,2,0,0,
564,5,0.75,0.519860385,
564,10,1.325,0.918420014,
564,15,1.488,1.031403005,
564,20,2.063,1.429962633,
564,25,2.375,1.646224554,
564,30,0,0,
565,2,0,0,
565,5,0.763,0.528871299,
565,10,1.269,0.879603772,
565,15,1.583,1.097251987,
565,20,2.166,1.501356793,
565,25,2.353,1.630975316,
565,30,0.923,0.639774848,
566,2,0,0,
566,5,0.62,0.429751252,
566,10,1.241,0.860195651,
566,15,1.506,1.043879654,
566,20,1.911,1.324604262,
566,25,2.266,1.570671511,
566,30,1.291,0.89485301,
567,2,0,0,
567,5,0.387,0.268247959,
567,10,1.209,0.838014941,
567,15,1.472,1.02031265,
567,20,1.648,1.142306554,
567,25,1.65,1.143692848,
567,30,1.267,0.878217478,
568,5,0,0,
568,10,0.438,0.303598465,
568,15,0.913,0.632843376,
568,20,0.963,0.667500735,
568,25,0,0,
569,5,0.126,0.087336545,
569,10,0.905,0.627298198,
569,15,1.244,0.862275093,
569,20,1.583,1.097251987,
569,25,0.628,0.435296429,
569,30,0,0,
570,0,0.088,0.060996952,
570,5,0.569,0.394400746,
570,10,0.925,0.641161142,
570,15,1.381,0.957236256,
570,20,1.65,1.143692848,
570,25,1.644,1.139533965,
570,30,0,0,
571,0,0.088,0.060996952,
571,5,0.613,0.424899222,
571,10,1.063,0.736815453,
571,15,1.413,0.979416966,
571,20,1.663,1.152703761,
571,25,1.763,1.222018479,
571,30,0,0,
572,0,0.09,0.062383246,
572,5,0.532,0.3687543,
572,10,1.038,0.719486773,
572,15,1.494,1.035561888,
572,20,1.769,1.226177362,
572,25,1.865,1.292719492,
572,30,0,0,
573,0,0,0,
573,5,0.481,0.333403794,
573,10,0.937,0.649478908,
573,15,1.418,0.982882702,
573,20,1.595,1.105569753,
573,25,1.456,1.009222295,
573,30,0,0,
574,0,0.075,0.051986039,
574,5,0.337,0.2335906,
574,10,0.824,0.571153277,
574,15,1.298,0.89970504,
574,20,1.313,0.910102248,
574,25,0,0,
575,5,0.637,0.441534754,
575,12,0.87,0.603038047,
